Bigram,Frequency
ORANGE TX,1
EPSILON LOUISIANA,1
SORORITY MONROE,1
GA CLGE,1
ALPHA CHARTER,1
CHPT GA,1
PHI CHPT,1
KENTUCKY ZETA,1
HOUSTON VICTORIA,1
TRUSTEES OKLAHOMA,1
KAPPA CAMERON,1
OKLAHOMA KAPPA,1
PHI OKLAHOMA,1
ANDREWS UNIVERSITY,1
HOUSE ASSO,1
ORDER UNIVERSITY,1
KAPPA ANDREWS,1
OKLAHOMA PROVISIONAL,1
GREATER LOUISIANA,1
CLGE ST,1
ORLEANS GRADUATE,1
CHPT CA,1
CHARLES LA,1
DELTA NHC,1
BETA SORRITY,1
ALABAMA ASSOCIATION,1
SHREVEPORT LA,1
INC TULANE,1
PE ALPHA,1
CHAPTER LOYOLA,1
DELTA PE,1
UPSILON SEATTLE,1
LOUISIANA OMICRON,1
LOUSIANA TAU,1
LOUISIANA UPSILON,1
CA LA,1
SIGMA CHPT,1
CSU STANISLA,1
CA CSU,1
OMICRON OKLAHOMA,1
INC TRUSTEE,1
DELTA MOREHOUSE,1
CHAPT CHI,1
ALUMANE CHAPTER,1
STILLWATER DELTA,1
CALCIUM CHAPTER,1
PI CALCIUM,1
TAU CORP,1
CENTER INCORPORATED,1
ASSOCIATION EPSILON,1
ALPHA CHAPT,1
RHO QUINNIPIAC,1
HONORARY BAND,1
FRATERNITY INCOPORATED,1
KAPPA PROVINCE,1
ARKANSAS DELTA,1
SP HOLDING,1
COMPANY P,1
OKLAHOMA SOONER,1
SOONER CITY,1
DELTA OKLAHOMA,1
TULSA ALUMANE,1
NORTHERN MI,1
CHAP COASTAL,1
ENID OK,1
BAND SORORITY,1
HOUSE CORPORA,1
MIAM OH,1
CHAPTER MIAM,1
USD CA,1
SORORITY PARENT,1
MU SAE,1
CHAPTER USD,1
MANHATTAN COL,1
SAE INC,1
BELMONT UNIV,1
HOUSING ASSOC,1
CHAPTER BELMONT,1
COUNCIL TULSA,1
FRATERNITY ENID,1
CAR U,1
COASTAL CAR,1
NHC UNIV,1
SIGMA LLC,1
MU MN,1
NORTHERN ARIZONIA,1
MED CHAP,1
ROSS UNIV,1
LAFOURCHE AREA,1
SORORITY ACCOMACK,1
ACCOMACK NORTHAMPTON,1
NORTHAMPTON ALUMNAE,1
FELLOWSHIP NAU,1
NAU NORTHERN,1
ARIZONIA UNIVERSITY,1
TAU DISTRICT,1
IVY HERITAGE,1
INC ROSS,1
HERITAGE FOUNDATION,1
UNIV OH,1
ROUGE LA,1
LA OMICRON,1
LA IOTA,1
BERKELEY PREMED,1
CHAP BETA,1
BAYOU LAFOURCHE,1
ACADIANA AREA,1
UNIVERSITY DE,1
CORPORATION BIRMINGHAM,1
MACMURRAY COLLEGE,1
DELTA MACMURRAY,1
BIRMINGHAM ALABAMA,1
LOUISIANA LAFAYETT,1
CAZENOVIA COLLEGE,1
KAPPA NORTHWESTERN,1
KAPPA SOUTHEASTERN,1
DELTA CAZENOVIA,1
UNIVERSITY PA,1
SIGMA BROADWAY,1
DELTA BUFFALO,1
R HAMMER,1
BROADWAY BUILDING,1
LAFAYETTE ACADIANA,1
INC CHARLES,1
CHRISTUS OMEGA,1
CA BERKELEY,1
LOUISIANA GAMMA,1
ALPHA FIU,1
LA THETA,1
LA UPSILON,1
LA ZETA,1
LA CHI,1
LA MU,1
LA NU,1
LA PSI,1
LA RHO,1
CHAP UNIVERS,1
LA XI,1
C ONIELL,1
ONIELL CHAPTER,1
PREMED CHAP,1
ST SCHOLASTICA,1
COLLEGE ST,1
MN COLLEGE,1
EDWARD WHITE,1
WHITE CHAPTER,1
CA KAPPA,1
LA TAU,1
COLUMBIA PREMED,1
UNIV BATON,1
BRITISH COLUMBIA,1
UNIVERS BRITISH,1
ALPHA LOUISIANA,1
ORLEANS ALUMN,1
CALI ST,1
CHAPTER CALI,1
YORK UNIVERS,1
CA PREMED,1
UNIVER CA,1
CONCORDIA UNIVER,1
INC CONCORDIA,1
SHREVEPORT CHAPTER,1
PI CHLORINE,1
CHLORINE CHAPTER,1
HOME BUILDING,1
MONROE LA,1
DELTA NORTHWESTERN,1
INC FORREST,1
HARTWICK COLLE,1
ALABAMA SCHOOL,1
TAU LAMDA,1
INC MOSS,1
MOSS POINT,1
POINT AREA,1
EAST WA,1
CHAPTER EAST,1
CORPORATION PHIBETA,1
PHIBETA SIGMA,1
BETA MINNESOTA,1
LAMDA CHAPTER,1
WASHINGTON CO,1
SORORITY OXFORD,1
WENATCHEE WA,1
FRATERNITY WENATCHEE,1
OXFORD ALUMNAE,1
THETA PHILANTROPHIES,1
RHO ASSOCIATION,1
WILLOW TAI,1
FIVE WILLOW,1
RHO WASHINGTON,1
CLAY COUNTY,1
PSI WASHINGTON,1
WSU WASHINGTON,1
DELTA TOUGALOO,1
OKLAHOMA ARKANSAS,1
TOUGALOO COLLEGE,1
INC NATCHEZ,1
NATCHEZ MISSISSIPPI,1
GREENVILLE MS,1
INC BOLIVAR,1
BOLIVAR COUNTY,1
INC TUPELO,1
TUPELO ALUMNAE,1
OHIO REGION,1
CORPORATION MS,1
CORP PHI,1
YORK REGION,1
HOUSING GROUP,1
INC CLAY,1
WASHINGTON DELTA,1
PSYCHOLOGY DELTA,1
CO MS,1
UPSILON WASHINGTON,1
MISSISSIPPI COLLEGE,1
GAMMA MS,1
UNIV PUGET,1
WHITMAN COLLEGE,1
CHAP WHITMAN,1
VA CMMNWLTH,1
CMMNWLTH UNIVERSITY,1
ACIA FRATERNITY,1
AC ACIA,1
JACKSON METRO,1
SORORITY PIKE,1
ASSOCIATION AC,1
METRO MS,1
RESIDENT COUNCIL,1
UNIV WA,1
WASH CHAPTER,1
FRATERNITY WASH,1
AMERICAN ASSOCIATION,1
WOMEN AAUW,1
BETTY ADMINISTRATOR,1
SCHOLARSHIP BETTY,1
HOLLAND MEMORIAL,1
LEONARD HOLLAND,1
FELLOWSHIP CENTRAL,1
PIKE COUNTY,1
INC HOLLY,1
WA STATE,1
HOLLY COUNTY,1
COUNTY ALUMN,1
THETA KAPP,1
KAPP SOCIETY,1
CHI CHPTER,1
KERAMOS FRATERNITY,1
SPOKANE CHAPTER,1
WA CHAPTER,1
SOUTH MISSISSIPPI,1
SORORITY MERIDIAN,1
MERIDIAN ALUMNAE,1
KAPPA JACKSON,1
MEXICO REGION,1
PROVINCE THETA,1
GOLDEN TRIANGLE,1
MISSISSIPPI GOLDEN,1
MUSCLE SHOALS,1
AL IOTA,1
AUSTIN CAPITOL,1
PI AUSTIN,1
BETA ST,1
PI MONTGOMERY,1
SORORITY MUSCLE,1
ALASKA ANCHO,1
U ALASKA,1
SHOALS AREA,1
ANETHETISTS INC,1
AUBURN CLUB,1
INC AL,1
DELTA MANAGEMENT,1
DELTA AUBURN,1
DELTA SAMFORD,1
GEORGIA REGION,1
ALABAMA RHO,1
FLORIDA REGION,1
CAPITOL TEXAS,1
ALUMNI CHPT,1
AL PI,1
PI CENTRAL,1
FRATERNITY BUIES,1
PA GAMMA,1
UNIVERSITY MOORHEAD,1
SELMA ALUMNAE,1
KAPPA KENNESAW,1
FURMAN UNIV,1
PHI FURMAN,1
AUBURN UNIV,1
IOTA CHPATER,1
EMPIRE ALUMNI,1
PI INLAND,1
PI LA,1
AL PSI,1
PI CONNECTICUT,1
AL UPSILON,1
AL SIGMA,1
AL TAU,1
WYOMING REGION,1
COLORADO WYOMING,1
ALABAMA CHI,1
CHAP MISSISSIPPI,1
CHAPTER MISSISSIPPI,1
MISSISSIPPI FARMHOUSE,1
TEXAS REGION,1
TENNESSEE REGION,1
PACIFIC REGION,1
CORP OLE,1
CASCADE REGION,1
OLE MISS,1
MNTN CASCADE,1
ASSOCIATION SUPERVISORS,1
SUPERVISORS INC,1
ROCKY MNTN,1
ASSOCIATION PUBLIC,1
PUBLIC ACCOUNTANTS,1
ARKANSAS REGION,1
ASSOCIATION NURSE,1
NURSE ANETHETISTS,1
MISSISSIPPI UNIV,1
VIRGINIA REGION,1
CAROLINAS REGION,1
KAPPA GREATER,1
ALABAMA TAU,1
FRATERNITY CAROLINAS,1
ALABAMA LAMBDA,1
ALABAMA XI,1
ALABAMA REGION,1
ALABAMA THETA,1
ALABAMA PSI,1
KAPPA ALABAMA,1
ALABAMA PI,1
NORTHWEST REGION,1
EPSILON COLONY,1
COLONY TROY,1
COLLEGE ALABAMA,1
ETA CHPATER,1
ALPHA ALABAMA,1
UNIV MONTGOMERY,1
GREATER NORTHWEST,1
AAUW BLUE,1
MOUNTAIN BRANCH,1
CHAP ARKANSAS,1
EAST CONNECTICUT,1
NAPA VALLEY,1
EPSILON UPILON,1
CHAPTER CHAP,1
UNIV CHIC,1
INTERNATIONAL SACRAMENTO,1
SACRAMENTO CHAPTER,1
SORORITY SACRAMENTO,1
CONNECTICUT ALUMNAE,1
SIGMA VISTA,1
SHORELINE EAST,1
VISTA HOUSING,1
KANSAS COLONY,1
SORORITY EMERSON,1
EMERSON COLLEGE,1
KAPPA SHERIDAN,1
SHERIDAN COLLEGE,1
INC LAWRENCEVILLE,1
LAWRENCEVILLE DULUTH,1
INC NAPA,1
INC TRIAD,1
SOLANO VALLEY,1
AL DELAT,1
FRATERNITY MUNOZ,1
MUNOZ CHAPTER,1
PUERTO RICA,1
RICA CHAPTER,1
VALLEY MOON,1
INTERNATIONAL OMNICRON,1
MOON CA,1
NATIONAL COMPUTER,1
COMPUTER SCIENCE,1
CONCORD ALUMNAE,1
SORORITY CONCORD,1
RHO CA,1
UNIV CHICO,1
DELAT XI,1
SORORITY CONTRA,1
COSTA ALUMNAE,1
INC SOLANO,1
DULUTH GA,1
WAYNE ST,1
AUXILIARY GREENWOOD,1
GAMMA CHAP,1
QUAD CITIES,1
INC QUAD,1
FRISCO ALUMNAE,1
FRATERNITY FRISCO,1
HARTFORD CONNECTICUT,1
CHAPTER HARTFORD,1
EASLEY CEMETERY,1
CEMETERY CORPORATION,1
ARKANSAS KAPPA,1
UNIV SIGMA,1
OMICRONNU INC,1
KAPPA OMICRONNU,1
NURSES EPSILON,1
UNIV DALLAS,1
ORDER BUILDING,1
ROCK AR,1
WISCONSIN ETA,1
ALPHA OMICRO,1
INC SALINE,1
SALINE COUNTY,1
ARBOR MICHIGAN,1
TIDEWATER VIRGINIA,1
INC SHORELINE,1
ARKANSAS UPSILON,1
CORPORATION FAYETTEVILLE,1
IRON CHAPTER,1
PI IRON,1
MCKINNEY ALUMNAE,1
INC MCKINNEY,1
FAYETTEVILLE ARKANSAS,1
FOREGIN LANGUAGE,1
OMEGA CHAPTR,1
CHAPTR UNIV,1
IOTA FOREGIN,1
INC BLYTHEVILLE,1
BLYTHEVILLE ALUMNAE,1
DELTA METHODIST,1
DELTA FONTBONNE,1
DELTA BECKER,1
OMNICRON CHAPTER,1
PSYCOLOGY FRAMINGHAM,1
INC SUBORDINATE,1
MISSISSIPPI ZETA,1
SOCIETY JOINT,1
MS IOTA,1
MS ETA,1
MS BETA,1
LA COORDINATION,1
HOUSTON AR,1
FRATERNITY CHPATER,1
MISSISSIPPI IOTA,1
GREATER HOUSTON,1
SUBORDINATE GROUP,1
OMEGA GREATER,1
FRATERNITY OXFORD,1
SORORITY BENA,1
BENA ALUMNAE,1
WESLEYANA EL,1
INC LAUREL,1
LAUREL ALUMNAE,1
IGLESIA WESLEYANA,1
JOINT CLEVELAND,1
CLEVELAND CHAPTERS,1
MS LAMBDA,1
INTERNATIONAL FLINT,1
MS ZETA,1
MS RHO,1
SORORITY AMICAE,1
MS TAU,1
CHAPTER II,1
MS THETA,1
MS XI,1
MS UPSILON,1
MS SIGMA,1
VIRGINIA COORDINAT,1
MS PSI,1
MS PI,1
MS PHI,1
QUANDER NORTHERN,1
SOCIETY QUANDER,1
FLINT AREA,1
MS OMEGA,1
COUNTY CC,1
MI OAKLAND,1
FRATERNITY CAPE,1
INC STUART,1
DELTA LYON,1
INTNL UNIV,1
UNIV GRADUATE,1
OMEGA PROVINCE,1
MYERS LEE,1
DELTA CLAYTON,1
LEE CO,1
CO FL,1
LOTA FOREIGN,1
FOUNDATION MANASOTA,1
MANASOTA INC,1
EPSILON FLORIDA,1
SIGMA LOTA,1
ARKANSAS ALUM,1
HIGH ALUMNI,1
INC MILE,1
UPSILION IOTA,1
NORTH BROWARD,1
PACE YORK,1
TAU PARENTS,1
OMEGA FERRUM,1
CAPE MYERS,1
INC COLLIER,1
COLLIER COUNTY,1
INC NAPLES,1
GREATER FT,1
ANTONIO COORDINATING,1
COUNCIL AUSTIN,1
FRATERNITY STUART,1
INTERNATIONAL COORDINATING,1
AREA FL,1
FRATERNITY INDIAN,1
RICHMOND VIRGINIA,1
INDIAN RIVER,1
DE IOTA,1
RIVER COUNTY,1
BELL COUNTY,1
FRATERNITY BELL,1
PORTLAND CASCADIA,1
TX UN,1
DIEGO AC,1
XI CHPT,1
CREIGHTON UNIV,1
CHAPTER TEMPLE,1
TEMPLE UNIVERS,1
CHAPT BAYLOR,1
BAYLOR UNIV,1
UNIV CINCIN,1
CHAPT BOWLING,1
BOWLING GREE,1
UNIV DENVE,1
UNIV DT,1
UNIV ARIZO,1
DT MERCY,1
INDIANA UNIVERS,1
CHAPT LEHIGH,1
LEHIGH UNIVER,1
FRANCISCO STA,1
CHAPT DEPAUL,1
DEPAUL UNIVERSI,1
CHAPT MISSISSIPPI,1
MISSISSIPPI STA,1
CHAPT CREIGHTON,1
UNIV KENTUCKY,1
TN KNOXV,1
OHIO UNIVERSIT,1
THETA ELDERS,1
ELDERS ASSOCIATION,1
INC FARGO,1
INC VICTORIA,1
VICTORIA AREA,1
MARYLAND RHO,1
LOUISIANA CHAP,1
BETA KAPA,1
KAPA SOCIETY,1
ZETA IOWA,1
CYPRESS HOUSTON,1
GAMMA MO,1
NC UNIV,1
PA CARNEGIE,1
MELLON UNIV,1
OMEGA NEW,1
CHAPT LOUISIANA,1
UNIV ARKANSA,1
CHAPT OHIO,1
CHAPT TULANE,1
NORTH TEXA,1
HILLS ALUMNI,1
GERMAN FRATERNITY,1
UNIV CALIFORNI,1
CHAPTER MIAMI,1
CHAPTER CASE,1
GAMMA COLL,1
SOCIETY PORT,1
PORT HURON,1
HURON MI,1
RHO PENNSYLVANIA,1
HONORARY GERMAN,1
INC JOHN,1
CHAPT PENNSYLVANIA,1
UNIVERSITY GRADUATE,1
U LOUISIANA,1
INC ETTA,1
ETTA GAMMA,1
THETA COLUMBUS,1
COLUMBUS COLLEGE,1
SORORITY DECATUR,1
DECATUR GA,1
INC DYERSBURG,1
CHAPT ILLINOIS,1
UNIV RHOD,1
UNIV MISSOU,1
CHAPT COLORADO,1
UNIV GEORG,1
CHAPT LOYOLA,1
LOYOLA UNIVERSIT,1
UNIV MIAMI,1
CHAPTER MARQUETTE,1
CHAPT KENT,1
UNIV WYOMIN,1
CHAPT SEATTLE,1
SEATTLE UNIVERSI,1
CHAPT WASHINGTON,1
CHAPT BRIGHAM,1
UNIV C,1
UNIV HOUSTO,1
UNIV TOLE,1
NE OMAHA,1
CHAPT VIRGINIA,1
CHAPT DRAKE,1
CHAPT NORTHEASTERN,1
CHAPT NORTHERN,1
INC AMES,1
BEVERLY HILLS,1
NASHVILLE METROPOLITAN,1
SCALP BLADE,1
DELTA X,1
X CHAPTER,1
EVANSVILLE CHAPTER,1
NEW ORLEAN,1
PSI FRANTERNITY,1
AGR CORP,1
CORP VIRGINIA,1
INDIANA UPSILON,1
UTAH XI,1
BLADE INCORPORATED,1
GREATER SUMMIT,1
SIGMA PIEDMONT,1
PIEDMONT GREENVIL,1
NORTH DELTA,1
INDIANA PHI,1
OHIO UPSILON,1
NORTHWEST FLORIDA,1
INC KEARNEY,1
CORPORATION ATLANTA,1
FRATERNITY ORONO,1
OMICRO CHAPTER,1
GAMMA OMICRO,1
YOUNGSTOWN ALUMNI,1
KAPP ALPHA,1
FRATERNITY PORT,1
ARTHUR ALUMNI,1
FRATERNITY POUGHKEEPSIE,1
POUGHKEEPSIE ALUMNI,1
FRATERNITY PRAIRIE,1
VIEW ALUMNI,1
ROANOKE ALUMNI,1
FRATERNITY SAGINAW,1
SAGINAW ALUMNI,1
SAVANNAH ALUMNI,1
SHREVEPORT ALUMNI,1
PAUL MINNEAPOLIS,1
MINNEAPOLIS ALUMNI,1
TALLAHASSEE ALUMNI,1
TEXARKANA ALUMNI,1
TOPEKA ALUMNI,1
TYLER ALUMNI,1
FRATERNITY WILBERFORCE,1
WILBERFORCE ALUMNI,1
ORONO ALUMNI,1
SUMMIT ALUMNAE,1
FRATERNITY BEVERLY,1
HOUSING OCRPORATION,1
ILLINOIS FOX,1
BOISE VALLEY,1
KY CHI,1
HOUSE GAMMA,1
BAY CLUB,1
PHI CALIFORNIA,1
COAST ALPHA,1
LAMBDA UPLISON,1
UPLISON ZETA,1
OCRPORATION CHI,1
KAPPA FRATERNTY,1
MISSISSIPPI TAU,1
JERSEY PI,1
OKLAHOMA ETA,1
FRATERNITY WINTER,1
WINTER ALUMNAE,1
PSYCHOLOGY DREXEL,1
PSYCHOLOGY OLD,1
PSYCHOLOGY GEORGETOWN,1
PSYCHOLOGY MIDDLE,1
BEAUMONT ALUMNI,1
EPSILON FERRIS,1
LOUISIANA HOUSE,1
PROGRAM INC,1
FRATERNTY OMEGA,1
ZETA CHPATER,1
DEUTERON BUILDING,1
ASSOCIATION CO,1
DELTA MIDLAND,1
MIDLAND UNIVERSITY,1
DELTA VALDOSTA,1
SOUTHERN ORANGE,1
ASSOCIATION MISSOURI,1
SORORITY KILLEEN,1
KILLEEN ALUMNAE,1
INC MIDLAND,1
PSK CLUB,1
CLUB AKRON,1
SYRACUSE ALUMNI,1
INC FOX,1
INC HUTCHINSON,1
HUTCHINSON ALUMNAE,1
EDUCATIONAL PROGRAM,1
DYERSBURG ALUMNAE,1
SORORITY KALAMAZOO,1
MEXICO XI,1
TENNILLE ZETA,1
ADMINISTRATORS INC,1
PHI EAST,1
PALOS BAY,1
PSYCHOLOGY BOWIE,1
PSYCHOLOGY MANSFIELD,1
MANSFIELD UNIVERSITY,1
UNIVERSITY PENNSYLVANI,1
PSYCHOLOGY MIDWESTERN,1
PSYCHOLOGY WEBER,1
ZETA CEMETERY,1
ZETA TX,1
CEMETERY MAINTENANCE,1
MAINTENANCE TRUST,1
ASSOC W,1
W U,1
U INC,1
INC VIRGINA,1
VIRGINA LAMBDA,1
DELTA MIDWESTERN,1
LOUISIANA ZETA,1
SCHOOL ADMINISTRATORS,1
ASSOCIATION SCHOOL,1
MERCER UNIV,1
COUNTY MI,1
ALPHA CENTER,1
PHI BROWARD,1
BROWARD CTY,1
CTY FL,1
SORORITY KANSAS,1
CITY MO,1
VALLEY CHAPTER,1
HAWAII IOTA,1
PURDUE UNIVERISTY,1
UNIVERISTY PHI,1
PSYCHOLOGY SALISBURY,1
SALISBURY UNIVERSITY,1
SORORITY FINDLAY,1
FINDLAY ALUMNAE,1
CHI MEMORIAL,1
ETA WISCONSIN,1
ASSOCIATION CENTRAL,1
INTERNATIONAL APLHA,1
SOUTH OAKLAND,1
COUNCIL OK,1
XI PROVINCE,1
IOTA GA,1
FRATERNAL LIFE,1
ZETA LAMDBA,1
SORORITY SHORE,1
ROYAL ARCH,1
ARCH MASONS,1
MASONS MARYLAND,1
MARYLAND EDENTON,1
EDENTON CHAPTER,1
CHAPTER R,1
WESTERN FRATERNAL,1
LIFE ASSOCIATION,1
GAMMA FL,1
ASSOCIATION MILAN,1
MILAN R,1
R STEFANIK,1
ORDER RUNEBERG,1
RUNEBERG LODGE,1
LODGE NEW,1
SOCIETY PORTLAND,1
GREATER BENEFICIAL,1
BENEFICIAL UNION,1
CHATTANOOGA ASSOCIATION,1
SOCIETY CHATTANOOGA,1
PSYCHOLOGY BOWLING,1
GRENADA MS,1
FL SOUTHERN,1
DELTA TROY,1
ALPHA PROVINCE,1
FRATERNITY WAUKEGAN,1
WAUKEGAN ALUMNI,1
CHARLOTTESVILLE ALUMNI,1
FRATERNITY GULFPORT,1
GULFPORT ALMUNI,1
ALMUNI CHAPTER,1
FRATERNITY VALLEJO,1
VALLEJO FAIRFIELD,1
FAIRFIELD ALUMNI,1
THETA BLDG,1
CORP F,1
F V,1
V C,1
SOCIETY NASH,1
NASH COMMUNITY,1
FRATERNITY GRENADA,1
GA COLLEGE,1
THETA COMPANY,1
SORORITY TEMPE,1
FRESNO INC,1
SHREVEPORT LOUISIANA,1
GREATER PINELLAS,1
PINELLAS ALUMNAE,1
N ALABAMA,1
NEW IBERIA,1
IBERIA ALUMNAE,1
DELTA SYRACUSE,1
EPSILON WESTERN,1
GAMMA MISSOURI,1
DELTA CLUB,1
COPRORATION LA,1
CLUB AKA,1
AKA GAMMA,1
ASSOCIATION NU,1
UNIV PENNSYL,1
LANCASTER ALUMNAE,1
UNIV HI,1
HI MANOA,1
DELTA STEPHENS,1
STEPHENS COLLEGE,1
SOCIETY SHREVEPORT,1
GREATER HARRISBURG,1
CLEVELAND AREA,1
NORMAL ALUMNAE,1
TEMPE ALUMNAE,1
INC AHOSKIE,1
AHOSKIE ALUMNAE,1
SORORITY ALUMS,1
ALUMS CHAPTER,1
ZETA NON,1
NON ACADEMIC,1
ACADEMIC CHAPTER,1
NU HOUSING,1
ACQUARIAN CHURCH,1
CHURCH CONFLUENT,1
CONFLUENT BRANCH,1
BRANCH HELPING,1
HELPING HANDS,1
HANDS ASST,1
ASST HOME,1
HOME CARE,1
MU CALIFORNIA,1
BLOOMINGTON NORMAL,1
HOUSE COPRORATION,1
GAMMA II,1
INC WACO,1
GEORGES COUNTY,1
RICHMOND GAMMA,1
INC ANNISTON,1
ANNISTON ALUMNAE,1
INC JOLIET,1
JOLIET SUBURBAN,1
SORORITY VALLEJO,1
VALLEJO ALUMNAE,1
INC PRINCE,1
PRINCE GEORGES,1
DELTA CHARLESTON,1
BOSTON INTERCOLLEGIATE,1
CHARLESTON ILLINOIS,1
ASSOCIATION MONTONA,1
MONTONA STATE,1
MINNESOTA RHO,1
LOUISIANA TAU,1
HAMMOND ALUMNAE,1
INC STILLWATER,1
INC ARTHUR,1
INC CORPUS,1
PENINSULA COORDINATING,1
INTERNATIONAL PENINSULA,1
VIRGINIA WESLEYEN,1
ISLAND CLUB,1
INTERCOLLEGIATE ALUMNAE,1
OHIO KAPPA,1
CHPT HOUSE,1
HOUSING FOUNDATION,1
FAIRDALE MASONIC,1
MASONIC HALL,1
HALL INC,1
PI SOUTH,1
GREATER CLEMSON,1
HEALTH OCCUPATIONS,1
OCCUPATIONS STUDENTS,1
STUDENTS AMERICA,1
AMERICA TEXAS,1
INC NORMAN,1
LUTHERAN UNV,1
UNV SAN,1
DELTA ORAL,1
ORAL ROBERTS,1
ROBERTS UNIVERSITY,1
PETERSBURG ALUMNI,1
FRATERNITY PETERSBURG,1
OPELOUSAS ALUMNI,1
NU PENNSYLVANIA,1
ALPHA DIST,1
DIST COL,1
COL CHAPTER,1
SOCIETY RUTGERS,1
RUTGERS ST,1
ST SOC,1
SOCIETY FLORIDA,1
SOCIETY MARYLAND,1
SOCIETY OREGON,1
KAY COUNTY,1
STATE IA,1
IOTA COLONY,1
ALPHA MURRAY,1
MURRAY KENTUCKY,1
KENTUCKY INC,1
SALEM ALUMNAE,1
TOLEDO CHAPTER,1
INC LAWRENCE,1
BUILDING BETA,1
MISSISSIPPI OMICRON,1
PSYCHOLOGY WITTENBERG,1
PSYCHOLOGY WILLIAMETTE,1
PSYCHOLOGY MARSHALL,1
PSYCHOLOGY IOWA,1
MINNESOTA PSI,1
INDIANA OMICRON,1
SPRINGFIELD ALUMNI,1
MONTANA GAMMA,1
EPSILON MISSISSIPPI,1
FRATERNITY LINDSBORG,1
LINDSBORG ALUMNAE,1
BETA COLLEGIATE,1
ALPHA SIGMAN,1
SIGMAN CHAPTER,1
PSYCHOLOGY STETSON,1
ARTHUR SAMMIS,1
SAMMIS CHAPTER,1
OMEGA METAPHYSICAL,1
METAPHYSICAL CHURCH,1
COLUMBUS CHAPTER,1
CORPORATION MURRAY,1
AMERICA NEW,1
PSYCHOLOGY ALFRED,1
NEVADA IOTA,1
INC AKRON,1
SUPREME PHI,1
GAMMA MOREHEAD,1
INC DUNCAN,1
DUNCAN ALUMNAE,1
LA GRANGE,1
GRANGE ALUMNAE,1
INC HARRISBURG,1
INC HINSDALE,1
HINSDALE ALUMNAE,1
INC SCOTTSDALE,1
SCOTTSDALE ASSN,1
THETA OH,1
WARSAW ASSOCIATE,1
PA EPSILON,1
MONMOUTH ALUNNAE,1
ALUNNAE ASSOC,1
DELTA WINTHROP,1
DE ZETA,1
INCORPORATED IOWA,1
IOWA ACACIANS,1
NC CHARLOTTE,1
BETA N,1
MISSOURI ALUMNI,1
TRUST COMPANY,1
ALPHA TRUST,1
CLUB THETA,1
VINCENNES ASSOCIATE,1
PLAINFIELD ASSOCIATE,1
INC MOUNT,1
MOUNT VERNON,1
VERNON BETA,1
MARION BETA,1
JASPER ASSOCIATE,1
HOBART ASSOCIATE,1
GREENFIELD BETA,1
CHESTERTON ASSOCIATE,1
INC REMINGTON,1
REMINGTON ZETA,1
INC CENTER,1
CENTER GROVE,1
INC OAK,1
PARK RIVER,1
RIVER FOREST,1
ETA RAPIDS,1
IOTA CLUB,1
PSYCHOLOGY MARQUETTE,1
KY UPSILON,1
FRATERNITY OPELOUSAS,1
OMICRON MASSACHUSETTS,1
PA OMICRON,1
HOUSE CORPORTION,1
CORPORTION DELTA,1
CHI FOUNDERS,1
FOUNDERS CORPORATION,1
SOCIETY KENTUCKY,1
EPSILON DC,1
LAMBDA VIRGINIA,1
MU OHIO,1
XI MASSACHUSETTS,1
NAPLES FL,1
ZETA INDIANA,1
ZETA MICHIGAN,1
MU FRATERNAL,1
FRATERNAL ASSOCIATION,1
SOCIETY UPSILSON,1
UPSILSON OMEGA,1
MISSISSIPPI XI,1
TENNESSEE CHI,1
CHAPTER MONMOUTH,1
DELTA SAM,1
ASSOC AR,1
ARKANSAS PI,1
HAWAII EPSILON,1
GRANGE BETHEL,1
WISCONSIN MILWAUKEE,1
JERSEY EDUCATION,1
EDUCATION ASSOCIATION,1
ALPHA EA,1
OK ETA,1
MI SIGMA,1
DELTA TENN,1
TENN TECHNOLOGICAL,1
UPSILON NEW,1
BETA DALLAS,1
MIDDLE ATLANTIC,1
ATLANTIC DISTRICT,1
UNIV STHRN,1
STHRN AL,1
DELTA CHP,1
PSYCHOLOGY MIAMI,1
PSYCHOLOGY HOLLINS,1
HOLLINS UNIVERSITY,1
MONMOUTH COLL,1
MYERS FL,1
PI FRATE,1
PORTLAND SUBURBAN,1
NACOGDOCHES ALUMNAE,1
COUNTY MD,1
FRATERNITY ARETE,1
ARETE HOUSING,1
PA THETA,1
BRAZIL ASSOCIATE,1
BROOKVILLE ASSOCIATE,1
GREENWOOD BETA,1
VALPARAISO BETA,1
INC PENDLETON,1
CHAPTER WISCONSIN,1
PENDLETON ASSOCIATE,1
DANVILLE BETA,1
NEBRASKA MU,1
ASSOC ZETA,1
ZETA HC,1
LANSON STAGE,1
STAGE CURTIS,1
CURTIS MEMORIAL,1
MEMORIAL ASSOCIATION,1
SORORITY NACOGDOCHES,1
THETU MU,1
INC THETU,1
YORK PSI,1
FRATERNITY SEWANEE,1
INC HOFSTRA,1
INC DREXEL,1
INC MONON,1
MONON ZETA,1
NORTH LIBERTY,1
LIBERTY ZETA,1
INC WESTVILLE,1
WESTVILLE ZETA,1
INC PORTAGE,1
PORTAGE ZETA,1
WAYNE DELTA,1
DELTA ASSOCIATE,1
PSYCHOLOGY TUFTS,1
INC MACOMB,1
MACOMB COUNTY,1
SOUTHEASTERN INTERFRATERNITY,1
GAMMA HEXATON,1
ALABAMA DELTA,1
INCORPORATED UT,1
UT ASSOCIATION,1
ND ZETA,1
